,Title,Summary,Published On
1138,Small business loans top $296 billion and could reach the program's limit by the end of Wednesday,"""It's a tremendous program to keep our business afloat,"" said one small business owner.",2020-04-15 18:10:21Z
1139,Homebuilder confidence index takes biggest monthly dive ever as coronavirus slams economy,"This month's HMI survey was conducted from April 1 to April 13, after millions of Americans had been issued orders to stay home to stem the spread of the virus.",2020-04-15 15:18:41Z
1140,Fed Beige Book says economy contracted 'sharply and abruptly' due to coronavirus,"Economic activity has fallen sharply due to measures taken during the coronavirus scare, with leisure and hospitality as well as retail the hardest-hit so far, according to the Federal Reserve's latest Beige Book report.",2020-04-15 18:20:50Z
1141,The Fed's Main Street problem: Worries rise that money won't go where it's most needed,It wasn't supposed to work like this: The Federal Reserve was not going to have to come back and rescue the economy the way it did during the financial crisis,2020-04-15 18:18:38Z
1142,World Bank president warns the global coronavirus recession will hurt poorer countries the most,"""Many of the very populous countries need extra support right now,"" World Bank President David Malpass told CNBC on Wednesday.",2020-04-15 17:01:16Z
1143,The economic data is even worse than Wall Street feared: 'The economy is clearly in ruins here',Consumer and manufacturing data showed the hit to the economy from the coronavirus was even swifter and deeper in the early weeks of the shutdown than expected.,2020-04-15 18:10:26Z
1144,Federal Reserve on coronavirus: Activity contracted sharply and abruptly,CNBC's Steve Liesman reports the latest from the Federal Reserve's 'Beige Book' report. He discusses what impact the Fed is seeing on the economy from coronavirus.,2020-04-15 18:10:51Z
1145,America's 'clean energy' workforce projected to fall by 15% in months ahead,"Last month saw over 106,000 people working in clean energy roles lose their jobs.",2020-04-15 16:06:38Z
1146,Small business loans top $296 billion and could reach the program's limit by the end of Wednesday,"""It's a tremendous program to keep our business afloat,"" said one small business owner.",2020-04-15 19:10:57Z
1147,"Weekly mortgage applications rise as rates drop to 30-year low, but it's all refinances","Mortgage rates dropped to the lowest level in the Mortgage Bankers Association's survey, causing yet another rush to refinance.",2020-04-15 18:55:00Z
1148,The Fed's Main Street problem: Worries rise that money won't go where it's most needed,It wasn't supposed to work like this: The Federal Reserve was not going to have to come back and rescue the economy the way it did during the financial crisis,2020-04-15 19:44:00Z
1149,The economic data is even worse than Wall Street feared: 'The economy is clearly in ruins here',Consumer and manufacturing data showed the hit to the economy from the coronavirus was even swifter and deeper in the early weeks of the shutdown than expected.,2020-04-15 19:26:49Z
1150,The economic data is even worse than Wall Street feared: 'The economy is clearly in ruins here',Consumer and manufacturing data showed the hit to the economy from the coronavirus was even swifter and deeper in the early weeks of the shutdown than expected.,2020-04-15 20:47:02Z
1151,Small business loans top $296 billion and could reach the program's limit by the end of Wednesday,"""It's a tremendous program to keep our business afloat,"" said one small business owner.",2020-04-15 21:42:15Z
1152,The Fed's Main Street problem: Worries rise that money won't go where it's most needed,It wasn't supposed to work like this: The Federal Reserve was not going to have to come back and rescue the economy the way it did during the financial crisis,2020-04-16 01:24:18Z
1153,New York taps McKinsey to develop a 'Trump-proof' economic reopening plan,"New York Governor Andrew Cuomo has hired high-powered consultants to develop a science-based plan for the safe economic reopening of the region, state government sources told Reuters on Wednesday.",2020-04-16 10:29:02Z
1154,Jobless claims total 5.245 million as 22 million positions have been lost in a month due to coronavirus,"First-time claims for unemployment insurance last week likely totaled 5 million, according to economists surveyed by Dow Jones.",2020-04-16 12:46:43Z
1155,"US housing starts plunge 22.3% to 1.216 million in March, vs 1.3 million expected","U.S. housing starts were expected to total 1.300 million in March, down from the 1.599 million starts reported for the previous month.",2020-04-16 12:35:11Z
1156,The US economy will likely erase all the job gains since the financial crisis this week,The coronavirus and the forced closure of business throughout the U.S. have nearly wiped out the totality of job gains since 2009.,2020-04-16 13:22:50Z
1157,Jobless claims total 5.245 million as 22 million positions have been lost in a month due to coronavirus,"Though the most recent count, for the week ended April 11, represented a drop from the previous two weeks, it still showed that the damage to the U.S. labor market remains profound.",2020-04-16 13:19:31Z
1158,US home construction collapsed 22.3% in March,"U.S. homebuilding fell more than expected in March as the Covid-19 outbreak slammed the housing industry, despite lower mortgage rates.",2020-04-16 13:11:48Z
1159,Billionaire Barry Diller says bail out everyone and 'worry about paying the bills later',"""The damage that is being done every day is enormous,"" Expedia and IAC Chairman Barry Diller told CNBC on Thursday.",2020-04-16 13:15:55Z
1160,The US economy will likely erase all the job gains since the financial crisis this week,The jobless claims report showed that it took only four weeks for the U.S. economy to erase all the job gains in the last 11 years.,2020-04-16 13:47:30Z
1161,"Weekly jobless claims hit 5.245 million, raising monthly loss to 22 million due to coronavirus",The most recent count represented a drop from the previous two weeks but still showed that the damage to the U.S. labor market remains profound.,2020-04-16 13:36:37Z
1162,The US economy has erased nearly all the job gains since the financial crisis,The jobless claims report showed that it took only four weeks for the U.S. economy to erase all the job gains in the last 11 years.,2020-04-16 14:11:07Z
1163,The US economy has erased nearly all the job gains since the Great Recession,The jobless claims report showed that it took only four weeks for the U.S. economy to erase all the job gains in the last 11 years.,2020-04-16 14:37:18Z
1164,The US economy has erased nearly all the job gains since the Great Recession,The jobless claims report showed that it took only four weeks for the U.S. economy to erase all the job gains in the last 11 years.,2020-04-16 15:51:16Z
1165,"Weekly jobless claims hit 5.245 million, raising monthly loss to 22 million due to coronavirus",The most recent count represented a drop from the previous two weeks but still showed that the damage to the U.S. labor market remains profound.,2020-04-16 17:35:07Z
1166,New York taps McKinsey to develop a 'Trump-proof' economic reopening plan,"New York Governor Andrew Cuomo has hired high-powered consultants to develop a science-based plan for the safe economic reopening of the region, state government sources told Reuters on Wednesday.",2020-04-16 18:25:52Z
1167,New York Fed President Williams says the economy won't be back to 'full strength' by end of 2020,"Areas such as construction should be the first to come back, John Williams told CNBC.",2020-04-17 13:15:41Z
1168,"US auto sales recovering during coronavirus pandemic but still significantly down, J.D. Power says","Sales this month are still expected to be down about 50% compared with April 2019. However, the decline is far less than previously expected, with the coronavirus pandemic wiping out the majority of sales for the month, the firm said Wednesday.",2020-04-22 20:22:54Z
1169,"Weekly mortgage demand stalls, even with interest rates at a record low","Mortgage volume appears to be settling into a new normal, as refinance demand stays high and purchase demand sits at a five-year low.",2020-04-22 13:22:26Z
1170,Another 4.3 million workers expected to have filed unemployment claims,"About 4.3 million workers are expected to have filed unemployment claims last week, bringing virus-related layoffs to over 26.3 million.",2020-04-23 00:43:11Z
1171,"Reopening businesses will be harder than shutting them down, says disaster recovery expert","""Even in sectors where we're not used to seeing it, we're going to have to see personal protective equipment on all employees,"" said Disaster Recovery Institute International CEO Chloe Demrovsky.",2020-04-22 20:25:02Z
1172,Chamath Palihapitiya: We've 'ripped the philosophical band-aid off' on universal basic income,"The Social Capital CEO has been critical of the United States' economic reaction to the Covid-19 pandemic, saying that stimulus money should go directly to consumers and workers rather than businesses.",2020-04-22 23:13:02Z
1173,Massive layoffs and pay cuts are likely coming to state and local governments as federal aid goes elsewhere,State and local governments are warning of a wave of layoffs and pay cuts after getting left out of the federal coronavirus relief package expected to pass Congress this week.,2020-04-22 20:42:45Z
1174,"A 'U,' a 'V' or maybe a Nike swoosh? Economists try to predict what a recovery will look like","As data points come in, they'll largely tell a story about the present and the near past. What they won't provide, at least for a few months, is a reliable portrait of the future.",2020-04-22 22:37:50Z
1175,Another 4.3 million workers expected to have filed unemployment claims,"About 4.3 million workers are expected to have filed unemployment claims last week, bringing virus-related layoffs to over 26.3 million.",2020-04-23 11:38:03Z
1176,The US economy has now erased all job gains since the Great Recession,The jobless claims report showed that it took only five weeks for the U.S. economy to erase all the job gains in the last 11 years.,2020-04-23 12:57:40Z
1177,"US weekly jobless claims hit 4.4 million, bringing 5-week total to more than 26 million","The total represented a decline of 810,000 from the previous week, but the five-week sum has now surpassed all of the job gains since the financial crisis.",2020-04-23 12:58:07Z
1178,The US economy has wiped out all job gains since the Great Recession,The jobless claims report showed that it took only five weeks for the U.S. economy to erase all the job gains in the last 11 years.,2020-04-23 13:28:13Z
1179,"US weekly jobless claims hit 4.4 million, bringing 5-week total to more than 26 million","The number represented a decline of 810,000 from the previous week, but the five-week total has now surpassed all of the job gains since the Great Recession.",2020-04-23 13:26:08Z
1180,"US weekly jobless claims hit 4.4 million, bringing 5-week total to more than 26 million","The number represented a decline of 810,000 from the previous week, but the five-week total has now surpassed all of the job gains since the Great Recession.",2020-04-23 13:55:35Z
1181,"A 'U,' a 'V' or maybe a Nike swoosh? Economists try to predict what a recovery will look like","As data points come in, they'll largely tell a story about the present and the near past. What they won't provide, at least for a few months, is a reliable portrait of the future.",2020-04-23 13:31:18Z
1182,The US economy has wiped out all the job gains since the Great Recession,The jobless claims report showed that it took only five weeks for the U.S. economy to erase all the job gains since the Great Recession.,2020-04-23 13:50:03Z
1183,"US weekly jobless claims hit 4.4 million, bringing 5-week total to more than 26 million","The number represented a decline of 810,000 from the previous week, but the five-week total has now surpassed all of the job gains since the Great Recession.",2020-04-23 14:23:10Z
1184,The US economy has wiped out all the job gains since the Great Recession,The jobless claims report showed that it took only five weeks for the U.S. economy to erase all the job gains since the Great Recession.,2020-04-23 14:22:31Z
1185,The US economy has wiped out all the job gains since the Great Recession,The jobless claims report showed that it took only five weeks for the U.S. economy to erase all the job gains since the Great Recession.,2020-04-23 15:48:42Z
1186,The US economy has wiped out all the job gains since the Great Recession,The jobless claims report showed that it took only five weeks for the U.S. economy to erase all the job gains since the Great Recession.,2020-04-23 17:13:52Z
1187,The US economy has wiped out all the job gains since the Great Recession,The jobless claims report showed that it took only five weeks for the U.S. economy to erase all the job gains since the Great Recession.,2020-04-23 20:13:01Z
1188,"US weekly jobless claims hit 4.4 million, bringing 5-week total to more than 26 million","The number represented a decline of 810,000 from the previous week, but the five-week total has now surpassed all of the job gains since the Great Recession.",2020-04-23 20:09:49Z
1189,US consumer sentiment falls for a third consecutive month,U.S. consumer sentiment fell for a third straight month as people weigh the coronavirus pandemic and the possibility of an economic re-opening.,2020-04-24 14:47:37Z
1190,GOP's Kevin Brady: Punishing businesses with higher taxes would hurt 'blue collar' workers,"""I don't think making us less competitive, less attractive, and taking more of what people earn will ultimately be the answer here,"" Rep. Kevin Brady told CNBC on Friday.",2020-04-24 14:28:04Z
1191,"US core capital goods orders unexpectedly rise in March, while durable goods orders plunge 14.4%",U.S. orders for long-lasting factory goods were expected to drop 11.9% in March as the Covid-19 outbreak took hold. Durable goods orders rose 1.2% a month earlier.,2020-04-24 12:47:27Z
1192,These 15 states are already paying gig workers and self-employed Americans unemployment,"Just over a dozen states are currently paying out unemployment compensation under the Pandemic Unemployment Assistance program, which covers gig workers, independent contractors and self-employed Americans affected by the coronavirus pandemic.",2020-04-24 14:34:24Z
1193,Some gig workers are getting $0 in unemployment benefits,Gig workers and other self-employed individuals are trying to make sense of yet another wrinkle in a roundabout process to collect unemployment benefits.,2020-04-24 13:26:01Z
1194,These 16 states are already paying gig workers and self-employed Americans unemployment,"Just over 15 states are currently paying out unemployment compensation under the Pandemic Unemployment Assistance program, which covers gig workers, independent contractors and self-employed Americans affected by the coronavirus pandemic.",2020-04-24 15:46:34Z
1195,GOP's Kevin Brady: Punishing businesses with higher taxes would hurt 'blue-collar' workers,"""I don't think making us less competitive, less attractive, and taking more of what people earn will ultimately be the answer here,"" Rep. Kevin Brady told CNBC on Friday.",2020-04-24 15:53:33Z
1196,"Trump signs $484 billion coronavirus relief bill to boost small business, hospitals and testing","The bill includes $370 billion for small business aid, $75 billion for hospitals and $25 billion for testing during the coronavirus pandemic.",2020-04-24 16:57:59Z
1197,"Trump signs $484 billion coronavirus relief bill to boost small business, hospitals and testing","The bill includes $370 billion for small business aid, $75 billion for hospitals and $25 billion for testing during the coronavirus pandemic.",2020-04-24 17:21:37Z
1198,"Trump signs $484 billion coronavirus relief bill to boost small business, hospitals and testing","The bill includes $370 billion for small business aid, $75 billion for hospitals and $25 billion for testing during the coronavirus pandemic.",2020-04-24 17:54:24Z
1199,"Trump signs $484 billion coronavirus relief bill to boost small business, hospitals and testing","The bill includes $370 billion for small business aid, $75 billion for hospitals and $25 billion for testing during the coronavirus pandemic.",2020-04-24 19:11:24Z
1200,"Trump signs $484 billion coronavirus relief bill to boost small business, hospitals and testing","The bill includes $370 billion for small business aid, $75 billion for hospitals and $25 billion for testing during the coronavirus pandemic.",2020-04-24 19:44:59Z
1201,These 17 states are already paying gig workers and self-employed Americans unemployment,"About a third of states are currently paying out unemployment compensation under the Pandemic Unemployment Assistance program, which covers gig workers, independent contractors and self-employed Americans affected by the coronavirus pandemic.",2020-04-24 21:12:26Z
1202,These 18 states are already paying gig workers and self-employed Americans unemployment,"About a third of states are currently paying out unemployment compensation under the Pandemic Unemployment Assistance program, which covers gig workers, independent contractors and self-employed Americans affected by the coronavirus pandemic.",2020-04-27 21:08:14Z
1203,"Home prices were gaining serious strength just before coronavirus, up 4.2% annually, Case-Shiller says","Home prices were not only gaining in February, the gains were increasing steadily. The expectation, however, is that price gains will weaken and potentially fall in some of the markets hardest hit by the coronavirus.",2020-04-28 13:14:11Z
1204,Federal Reserve seeks banks' advice as it gets into direct lending with coronavirus relief,"The Federal Reserve has reached out to investment and retail banks for feedback on its Main Street lending program ahead of its formal launch, according to people familiar with the matter.",2020-04-28 22:24:37Z
1205,The US will need to spend trillions more as economy takes until 2022 to fully recover: CNBC survey,A third of respondents in the CNBC Fed survey believe the economy won't be fully restored until the second quarter of 2022.,2020-04-28 17:25:57Z
1206,Consumer confidence plunges in April as millions lose jobs,"The Conference Board said Tuesday that its confidence index tumbled to a reading of 86.9, the lowest level in nearly six years and down from 118.8 in March.",2020-04-28 15:24:58Z
1207,Millions can't access unemployment benefits so actual job losses are likely greater than data shows,The number of Americans who have lost their jobs during the coronavirus pandemic could be even bleaker than official government data suggests.,2020-04-28 20:49:41Z
1208,"Top ad firm outlines business sectors hit the most by the pandemic, and the ones that are faring better... for now","Sectors like health care or financial services have been less impacted by the pandemic so far, but Omnicom foresees demand for marketing services to decline as advertisers cut costs in the short term.",2020-04-28 20:01:48Z
1209,The Fed may provide more details on the policy 'bazooka' it fired to help markets,The Fed is not expected to adjust rates but it could provide details on the unprecedented moves it has made to fight the virus impact.,2020-04-28 23:17:37Z
1210,"US first-quarter GDP shrank 4.8%, vs 3.5% decline expected",,2020-04-29 12:33:01Z
1211,US GDP shrank 4.8% in the first quarter amid biggest contraction since the financial crisis,This marked the first negative GDP reading since the 1.1% decline in the first quarter of 2014 and the worst level since the 8.4% plunge in Q4 of 2008 during the worst of the financial crisis,2020-04-29 13:02:30Z
1212,US GDP shrank 4.8% in the first quarter amid biggest contraction since the financial crisis,This marked the first negative GDP reading since the 1.1% decline in the first quarter of 2014 and the worst level since the 8.4% plunge in Q4 of 2008 during the worst of the financial crisis,2020-04-29 13:19:00Z
1213,US GDP shrank 4.8% in the first quarter amid biggest contraction since the financial crisis,This marked the first negative GDP reading since the 1.1% decline in the first quarter of 2014 and the worst level since the 8.4% plunge in Q4 of 2008 during the worst of the financial crisis,2020-04-29 13:49:31Z
1214,The economic decline in the first quarter reveals even weaker consumers and more unknowns ahead,"Consumers reined in spending faster than expected in the first quarter, probably even before states issued stay-at-home orders.",2020-04-29 16:52:36Z
1215,"Over 50% of malls with department stores are predicted to close by 2021, real estate services firm says","More than 50% of all the malls anchored by department stores in America are going to close permanently by the end of 2021, according to a new report by Green Street Advisors.",2020-04-29 17:14:58Z
1216,"8-month 'structured lockdowns' could halve economic damage from the coronavirus, research claims","Researchers at Cambridge University and the U.S. Federal Reserve Board found that imposing no lockdown measures in the face of Covid-19 was ""extremely risky"" for developed economies.",2020-04-29 14:36:19Z
1217,"Pending home sales tank nearly 21% in March, but Realtors claim prices will hold up","Home sales took a deep dive in March as the coronavirus pandemic shut down much of the economy, and homebuyers and sellers pulled out of the normally busy spring market.",2020-04-29 14:58:35Z
1218,"Fed pledges to keep rates near zero until full employment, inflation come back",The Federal Reserve painted a dour picture of current conditions and pledged Wednesday to continue its historically aggressive policy.,2020-04-29 18:16:29Z
1219,"Fed pledges to keep rates near zero until full employment, inflation come back",The Federal Reserve painted a dour picture of current conditions and pledged Wednesday to continue its historically aggressive policy.,2020-04-29 19:01:40Z
1220,"Over 50% of department stores in malls predicted to close by 2021, real estate services firm says","Department stores still represent about 60% of the anchor space within malls across the U.S. today, according to Green Street Advisors.",2020-04-29 19:34:07Z
1221,"Fed pledges to keep rates near zero until full employment, inflation come back",The Federal Reserve painted a dour picture of current conditions and pledged Wednesday to continue its historically aggressive policy.,2020-04-29 19:14:04Z
1222,"Over 50% of department stores in malls predicted to close by 2021, real estate services firm says","Department stores still represent about 60% of the anchor space within malls across the U.S. today, according to Green Street Advisors.",2020-04-29 19:43:20Z
1223,"Over 50% of department stores in malls predicted to close by 2021, real estate services firm says","Department stores still represent about 60% of the anchor space within malls across the U.S. today, according to Green Street Advisors.",2020-04-29 20:06:58Z
1224,"Fed pledges to keep rates near zero until full employment, inflation come back",The Federal Reserve painted a dour picture of current conditions and pledged Wednesday to continue its historically aggressive policy.,2020-04-29 20:31:59Z
1225,"Over 50% of department stores in malls predicted to close by 2021, real estate services firm says","Department stores still represent about 60% of the anchor space within malls across the U.S. today, according to Green Street Advisors.",2020-04-29 21:04:05Z
1226,"Fed pledges to keep rates near zero until full employment, inflation come back",The Federal Reserve painted a dour picture of current conditions and pledged Wednesday to continue its historically aggressive policy.,2020-04-29 21:32:10Z
1227,Plunge in health-care spending a big reason US economy sank in first quarter,The coronavirus crisis actually caused consumer health-care spending to plunge 18% in Q1.,2020-04-29 22:44:52Z
1228,"US consumer spending plunges 7.5% in March, reflecting virus","U.S. consumer spending plunged 7.5% in March, reflecting the growing impact of the coronavirus pandemic as Americans complied with stay-at-home orders.",2020-04-30 13:12:30Z
1229,"US weekly jobless claims hit 3.84 million, topping 30 million over the last 6 weeks",Jobless claims for the week ended April 25 came in at the lowest level in a month but bring the rolling six-week total to 30.3 million as part of the worst employment crisis in U.S. history,2020-04-30 12:58:58Z
1230,"US consumer spending plunges 7.5% in March, reflecting virus","U.S. consumer spending plunged 7.5% in March, reflecting the growing impact of the coronavirus pandemic as Americans complied with stay-at-home orders.",2020-04-30 14:25:56Z
1231,These 25 states are already paying gig workers and self-employed Americans unemployment,"Half of states are currently paying out unemployment compensation under the Pandemic Unemployment Assistance program, which covers gig workers, independent contractors and self-employed Americans affected by the coronavirus pandemic.",2020-04-30 19:27:07Z
1232,"US weekly jobless claims hit 3.84 million, topping 30 million over the last 6 weeks",Jobless claims for the week ended April 25 came in at the lowest level in a month but bring the rolling six-week total to 30.3 million as part of the worst employment crisis in U.S. history,2020-04-30 19:46:43Z
1233,Putting the economy back together again: What the future holds for Americans,"After the coronavirus pandemic passes, life will continue in many regards, but nothing will be the same and the economy won't return to the way it was, not for a long time.",2020-05-03 13:24:21Z
1234,US services sector posts biggest contraction since 2009 as coronavirus halts economic activity,The U.S. services sector contracted for the first time in about a decade last month as the coronavirus pandemic brought economic activity in the country to a near-screeching halt.,2020-05-05 15:39:28Z
1235,Consumer debt hits new record of $14.3 trillion,"Household debt balances through March totaled $14.3 trillion, a 1.1% increase from the previous quarter and now $1.6 trillion clear of the previous nominal high of $12.7 trillion in the third quarter of 2008 during the financial crisis,",2020-05-05 16:02:37Z
1236,One of Main Street's biggest fears in economic reopening � new regulations,"As small businesses across the country grapple with economic reopening, one of their biggest fears is that new regulations will be a net negative for post-Covid-19 Main Street.",2020-05-05 12:50:57Z
1237,"Test, trace, isolate: Governments need to do these three things before reopening economies, expert warns",A global health expert and physician told CNBC that easing lockdowns without taking certain action would risk a second surge in coronavirus infections.,2020-05-05 12:44:07Z
1238,This wartime law gives Trump exceptional power over US economy,"President Trump has invoked a Korean War-era law to fight the coronavirus pandemic. The Defense Production Act gives the president extraordinary powers over the U.S. economy, which supporters of the move say is necessary to contain the disease.",2020-05-05 15:12:10Z
1239,Consumer debt hits new record of $14.3 trillion,"Household debt balances through March totaled $14.3 trillion, a 1.1% increase from the previous quarter and now $1.6 trillion clear of the previous nominal high of $12.7 trillion in the third quarter of 2008 during the financial crisis,",2020-05-05 19:07:12Z
1240,US services sector posts biggest contraction since 2009 as coronavirus halts economic activity,The U.S. services sector contracted for the first time in about a decade last month as the coronavirus pandemic brought economic activity in the country to a near-screeching halt.,2020-05-05 20:32:38Z
1241,"Fed Vice Chair Clarida says more support may be needed, but economy to rebound next quarter","""More policy support will be needed from the Fed and possibly also fiscal policy. It just depends on how this evolves,"" Clarida told CNBC.",2020-05-05 22:07:16Z
1242,Treasury launches 20-year bond to help fund the record borrowing needed this quarter,An auction May 20 will feature a sale of $20 billion worth as part of an effort to push the record-setting debt levels further out in terms of duration.,2020-05-06 14:26:37Z
1243,"Most 2020 swing state voters want more direct payments during coronavirus, CNBC/Change Research poll finds","Democrats are pushing for at least one more round of direct payments during the coronavirus crisis after many voters got $1,200 stimulus checks.",2020-05-06 15:13:29Z
1244,"US private payrolls drop by 20.2 million in April, the worst job loss in the history of ADP report","Private payrolls hemorrhaged more than 20 million jobs in April as companies sliced workers amid a shutdown that took most of the U.S. economy offline, according to a report Wednesday from ADP.",2020-05-06 13:41:14Z
1245,"Small business loans are not going proportionately to the hardest-hit areas, Fed study shows","States enduring the brunt of the Covid-19 crisis are receiving a smaller proportion of emergency small business loans, a Fed study found.",2020-05-06 15:58:55Z
1246,Fed's James Bullard says the jobs report on Friday will be one of the worst ever,Bullard's comments came minutes before ADP reported that private payrolls shed more than 20 million jobs in April amid coronavirus shutdowns.,2020-05-06 14:38:20Z
1247,"Most 2020 swing state voters want more direct payments during coronavirus, CNBC/Change Research poll finds","Democrats are pushing for at least one more round of direct payments during the coronavirus crisis after many voters got $1,200 stimulus checks.",2020-05-06 17:56:33Z
1248,"US risking a second wave and a depression, Mark Zandi warns",Mark Zandi of Moody's Analytics' worries businesses may reopen too soon and create another spike in coronavirus cases.,2020-05-11 09:20:48Z
1249,Tudor Jones says this will be the 'Second Depression' if we remain in lockdown a year from now,,2020-05-11 13:12:56Z
1250,Fear and desperation on Main Street as small businesses struggle to survive despite PPP and other federal loan programs,"Millions of small business owners have not received government loans under the CARES Act. Many are bootstrapping, crowdfunding and deferring mortgage payments to stay afloat.",2020-05-11 12:45:05Z
1251,Mnuchin says jobless numbers will 'get worse before they get better' � unemployment may have hit 25%,"""The reported numbers are probably going to get worse before they get better,"" Mnuchin said.",2020-05-10 18:09:26Z
1252,"Trump says US will start buying dairy, meat and produce from farmers amid supply chain disruptions","As the coronavirus pandemic disrupts supply chains across the country, farmers have been forced to destroy their crops, dump milk and throw out perishable items that can't be stored.",2020-05-10 14:26:28Z
1253,Tudor Jones says this will be the 'Second Depression' if we remain in lockdown a year from now,"""If a year from now, we are still in the same situation, we would be called a Second Depression,"" Jones said.",2020-05-11 13:29:40Z
1254,Fear and desperation on Main Street as small businesses struggle to survive despite PPP and other federal loan programs,"Millions of small business owners have not received government loans under the CARES Act. Many are bootstrapping, crowdfunding and deferring mortgage payments to stay afloat.",2020-05-11 13:30:54Z
1255,Tudor Jones says this will be the 'Second Depression' if we remain in lockdown in a year,Hedge fund investor Paul Tudor Jones said the country may have trouble following contact tracing and other methods used by other nations to contain the virus quickly because of how Americans feels about individual freedoms.,2020-05-11 13:50:43Z
1256,Fear and desperation on Main Street as small businesses struggle to survive despite PPP and other federal loan programs,"Millions of small business owners have not received government loans under the CARES Act. Many are bootstrapping, crowdfunding and deferring mortgage payments to stay afloat.",2020-05-11 14:42:47Z
1257,"US risking a second wave and a depression, Mark Zandi warns",Mark Zandi of Moody's Analytics' worries businesses may reopen too soon and create another spike in coronavirus cases.,2020-05-11 15:43:09Z
1258,Tudor Jones says this will be the 'Second Depression' if we remain in lockdown in a year,Hedge fund investor Paul Tudor Jones said the country may have trouble following contact tracing and other methods used by other nations to contain the virus quickly because of how Americans feels about individual freedoms.,2020-05-11 16:31:43Z
1259,"After trying for a decade, central banks might succeed at generating inflation","""The forces that will bring about inflation are aligning,"" Chetan Ahya, chief Asia economist at Morgan Stanley, said in a note.",2020-05-11 17:33:14Z
1260,"After trying for a decade, central banks might succeed at generating inflation","""The forces that will bring about inflation are aligning,"" Chetan Ahya, chief Asia economist at Morgan Stanley, said in a note.",2020-05-11 18:45:29Z
1261,"After trying for a decade, central banks might succeed at generating inflation","""The forces that will bring about inflation are aligning,"" Chetan Ahya, chief Asia economist at Morgan Stanley, said in a note.",2020-05-11 19:34:11Z
1262,"After trying for a decade, central banks might succeed at generating inflation","""The forces that will bring about inflation are aligning,"" Chetan Ahya, chief Asia economist at Morgan Stanley, said in a note.",2020-05-12 13:19:36Z
1263,"New York has paid $7.4 billion in unemployment claims to roughly 1.7 million residents, officials say","Roughly 1.8 million residents struggling with unemployment due to the coronavirus pandemic have filed claims, roughly six times the number of claims filed during the 2008 financial crisis, officials said.",2020-05-13 17:44:15Z
1264,Powell says more policy help may be needed to pull the US out of economic downturn,Powell noted the unprecedented strength of fiscal and monetary measures already taken but stressed the need to make sure that the deepest slump since the Great Depression does not get out of control.,2020-05-13 17:12:39Z
1265,10% of retail demand might be lost forever,"Five percent to 10% of pre-Covid-19 demand could be decimated permanently, as ""lost store volume can't entirely be made up online,"" Wells Fargo retail analyst Ike Boruchow said.",2020-05-13 20:54:56Z
1266,Fed's Mester sees a recovery or a 'much more dire' scenario as equally possible,"Mester echoed Chairman Jerome Powell's mostly pessimistic view on the economy, telling CNBC on Wednesday that while growth is likely to return by the end of the year, it could be slow.",2020-05-13 19:24:14Z
1267,"Mortgage applications from buyers jump 11%, signaling the spring housing market may not be a total loss","As open houses reemerge from the coronavirus shutdown, buyers are coming back to the housing market much faster than expected.",2020-05-14 00:23:09Z
1268,Powell's gloomy outlook has investors predicting the Fed may make another big move soon,Some strategists say the Fed could announce a new quantitative easing program before or at its June 9-10 meeting.,2020-05-13 21:59:00Z
1269,US producer prices tumble in April,"U.S. producer prices fell more than expected in April, leading to the largest annual decline since 2015.",2020-05-13 12:43:14Z
1270,Powell says the Federal Reserve is not considering negative interest rates,"""I know there are fans of the policy, but for now it's not something that we're considering,"" the central bank chief said Wednesday.",2020-05-13 14:03:39Z
1271,Watch live: House coronavirus subcommittee to hold a briefing on reopening US economy,The House subcommittee tasked with overseeing the country's coronavirus response is scheduled to hold its first briefing on Wednesday where members will discuss reopening the nation's economy.,2020-05-13 18:55:18Z
1272,Watch Fed Chairman Jerome Powell speak live on the economy,The focus of the speech is on the economy and the damage done during the coronavirus crisis.,2020-05-13 12:55:30Z
1273,WHO officials warn of 'vicious cycle' of economic and health disasters if coronavirus restrictions are lifted too quickly,"""The worst thing that could happen,"" economically, is that a country reopens and then has to shut down again to respond to a resurgence of the virus, said WHO official Dr. Mike Ryan.",2020-05-13 18:46:26Z
1274,"The jobs recovery could be choppy, with some coming back quickly and others lost forever","Construction and manufacturing may be some of the quickest sectors to regain jobs, experts say, but the hospitality industry may have more difficulty.",2020-05-14 11:21:10Z
1275,"The jobs recovery could be choppy, with some coming back quickly and others lost forever","Construction and manufacturing may be some of the quickest sectors to regain jobs, experts say, but the hospitality industry may have more difficulty.",2020-05-14 12:28:35Z
1276,"Weekly jobless claims total 2.981 million, bringing coronavirus tally to 36.5 million","The total 2.981 million new claims for unemployment insurance brought the coronavirus crisis total to nearly 36.5 million,",2020-05-14 13:02:37Z
1277,"Weekly jobless claims total 2.981 million, bringing coronavirus tally to 36.5 million","The total 2.981 million new claims for unemployment insurance brought the coronavirus crisis count to nearly 36.5 million, though the weekly trend continued lower.",2020-05-14 13:31:56Z
1278,US import prices post largest drop in over five years,"U.S. import prices fell by the most in more than five years in April as the coronavirus crisis depressed demand for petroleum products, which could strengthen some economists' predictions of a brief period of deflation.",2020-05-14 13:32:28Z
1279,"Weekly jobless claims total 2.981 million, bringing coronavirus tally to 36.5 million","The total 2.981 million new claims for unemployment insurance brought the coronavirus crisis count to nearly 36.5 million, though the weekly trend continued lower.",2020-05-14 14:14:24Z
